Temp,Hum,Pres,Resp_mod
1.792512244270435,-2.506467903427184,9.00922741728836,4.261111593325351
-4.7019165076572,7.913422081871051,28.16332162329082,25.20091286419625
2.535392498332342,-0.2937489704038769,13.44951230881271,10.78227170045453
3.525252443615855,0.3718980180315199,32.87794626056279,37.10615061273936
2.049514728791145,-3.36003514469027,10.01882094136822,6.984822532719221
1.626317721014487,-1.818438288170528,15.27498713780342,10.23737203239735
1.675176865396947,-0.5254220837249062,14.7131692892913,10.90510411551794
-4.978287900238898,5.217590205057434,26.64126441977789,24.92443166877976
-1.870389499953001,-2.456390532877807,8.997538501445321,5.578333291016893
5.24293458432712,-0.0388732143964658,27.71208239439561,31.27718119927073
-2.456094562444063,-0.1192147746902407,20.56536120474319,19.50083006390562
-5.503361370134295,6.863562705333441,27.80174129468676,26.18275040697747
0.463378074047176,-0.8601120355282372,3.037494257123774,4.881061505531214
4.482876447869792,-2.596357928817763,29.27184060485333,31.68384616521598
3.364322388016245,-0.7106515949316818,31.8063789184409,37.28409540701366
-5.926717966569165,-0.1452208958498784,16.24005615473891,13.22270470696675
3.311379234918453,-2.408821345371422,24.00518662319024,23.12436769960724
4.998848054839094,-2.115933922542685,26.16452961631098,24.32961950146905
5.701691872364425,0.0347389032092659,21.57727572395827,18.25018513810813
3.473815981432663,-1.630110256584036,30.35318750799438,33.97276130837272
-0.1648332906509217,-2.628709121610966,-0.236152362699285,3.193643325281335
3.851692696613746,-2.238197084501707,30.66368252999304,31.07308737465144
5.871607976867439,-1.323128996393116,5.128126551555242,5.905598904961805
0.4058698392385542,-1.216965665542253,1.512846330122144,3.986207587785368
-5.381052901882594,-2.040866937097598,10.15229209926785,8.964596684389255
-4.253588426333659,12.18216577410361,29.89961655400961,24.53406420270246
2.942438714663679,-1.622492855654261,16.2276491502919,11.64558782998298
1.278239559945718,0.8348228092895462,18.22585658855889,13.51705844675506
-5.397873277791309,-1.191696255011408,20.2768971353791,16.94453423376203
0.1705380496863746,-1.797100748054486,0.1106451384781671,5.473156396585011
1.656453086659286,-2.976545270282502,15.50027846222698,11.55655262821431
-3.312498453954325,9.194263706079122,26.81283186880393,20.39323949957182
-0.9435336206823912,-2.619973795791256,-1.059385736054216,5.656911308567361
-3.180117545061832,2.028396534161907,23.76822639590811,20.34939105205097
-1.228393745299718,-1.982887473011399,-0.1574304439581865,5.745287460924223
3.207567049813569,-0.2417937713127804,29.42881667969929,30.95442738342425
4.555746389892267,-2.836784368719109,26.68894755557167,26.63327533635894
-4.843609095155434,10.98652116203014,28.58188513703974,23.8160981664068
-0.8643695600117187,0.161485617049004,1.956405389296936,4.480724549024186
2.395187948607145,-1.106211201993292,12.47528839597143,7.564392875158618
5.272926369559109,-2.022098928521121,29.65926257854843,33.16686985287001
